Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Country,City,State,Postal Code,Product ID,Sales,Quantity,Discount,Profit,Category ID,Region ID,Category,Product Name,Customer Name,Region Name
CA-2014-143336,2014-08-27,2014-09-01,Second Class,ZD-21925,Consumer,United States,San Francisco,California,94109.0,OFF-AR-10003056,8.56,2.0,0.0,2.4823999999999997,7,2,Office Supplies,Newell 341,Zuschuss Donatelli,West
CA-2014-143336,2014-08-27,2014-09-01,Second Class,ZD-21925,Consumer,United States,San Francisco,California,94109.0,TEC-PH-10001949,213.48,3.0,0.2,16.01099999999998,8,2,Technology,Cisco SPA 501G IP Phone,Zuschuss Donatelli,West
CA-2014-143336,2014-08-27,2014-09-01,Second Class,ZD-21925,Consumer,United States,San Francisco,California,94109.0,OFF-BI-10002215,22.72,4.0,0.2,7.383999999999999,9,2,Office Supplies,"Wilson Jones Hanging View Binder, White, 1""",Zuschuss Donatelli,West
CA-2016-137330,2016-12-09,2016-12-13,Standard Class,KB-16585,Corporate,United States,Fremont,Nebraska,68025.0,OFF-AR-10000246,19.46,7.0,0.0,5.0596,7,3,Office Supplies,Newell 318,Ken Black,Central
CA-2016-137330,2016-12-09,2016-12-13,Standard Class,KB-16585,Corporate,United States,Fremont,Nebraska,68025.0,OFF-AP-10001492,60.34,7.0,0.0,15.6884,10,3,Office Supplies,"Acco Six-Outlet Power Strip, 4' Cord Length",Ken Black,Central
US-2017-156909,2017-07-16,2017-07-18,Second Class,SF-20065,Consumer,United States,Philadelphia,Pennsylvania,19140.0,FUR-CH-10002774,71.37199999999999,2.0,0.3,-1.0196000000000005,2,4,Furniture,"Global Deluxe Stacking Chair, Gray",Sandra Flanagan,East
CA-2015-106320,2015-09-25,2015-09-30,Standard Class,EB-13870,Consumer,United States,Orem,Utah,84057.0,FUR-TA-10000577,1044.63,3.0,0.0,240.2649,4,2,Furniture,Bretford CR4500 Series Slim Rectangular Table,Emily Burns,West
CA-2016-121755,2016-01-16,2016-01-20,Second Class,EH-13945,Consumer,United States,Los Angeles,California,90049.0,OFF-BI-10001634,11.648,2.0,0.2,4.2224,9,2,Office Supplies,Wilson Jones Active Use Binders,Eric Hoffmann,West
CA-2016-121755,2016-01-16,2016-01-20,Second Class,EH-13945,Consumer,United States,Los Angeles,California,90049.0,TEC-AC-10003027,90.57,3.0,0.0,11.774100000000004,12,2,Technology,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,Eric Hoffmann,West
US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,Consumer,United States,Philadelphia,Pennsylvania,19140.0,FUR-BO-10004834,3083.4300000000007,7.0,0.5,-1665.0522,1,4,Furniture,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Tracy Blumstein,East
US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,Consumer,United States,Philadelphia,Pennsylvania,19140.0,OFF-BI-10000474,9.618000000000002,2.0,0.7,-7.0532,9,4,Office Supplies,Avery Recycled Flexi-View Covers for Binding Systems,Tracy Blumstein,East
US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,Consumer,United States,Philadelphia,Pennsylvania,19140.0,FUR-FU-10004848,124.20000000000002,3.0,0.2,15.524999999999993,6,4,Furniture,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Tracy Blumstein,East
US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,Consumer,United States,Philadelphia,Pennsylvania,19140.0,OFF-EN-10001509,3.264,2.0,0.2,1.1015999999999997,13,4,Office Supplies,Poly String Tie Envelopes,Tracy Blumstein,East
US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,Consumer,United States,Philadelphia,Pennsylvania,19140.0,OFF-AR-10004042,86.304,6.0,0.2,9.709199999999989,7,4,Office Supplies,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",Tracy Blumstein,East
US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,Consumer,United States,Philadelphia,Pennsylvania,19140.0,OFF-BI-10001525,6.858000000000001,6.0,0.7,-5.715,9,4,Office Supplies,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",Tracy Blumstein,East
US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,Consumer,United States,Philadelphia,Pennsylvania,19140.0,OFF-AR-10001683,15.76,2.0,0.2,3.5460000000000007,7,4,Office Supplies,Lumber Crayons,Tracy Blumstein,East
CA-2017-107727,2017-10-19,2017-10-23,Second Class,MA-17560,Home Office,United States,Houston,Texas,77095.0,OFF-PA-10000249,29.471999999999998,3.0,0.2,9.946799999999998,11,3,Office Supplies,Easy-staple paper,Matt Abelman,Central
CA-2016-117590,2016-12-08,2016-12-10,First Class,GH-14485,Corporate,United States,Richardson,Texas,75080.0,TEC-PH-10004977,1097.5440000000003,7.0,0.2,123.47369999999991,8,3,Technology,GE 30524EE4,Gene Hale,Central
CA-2016-117590,2016-12-08,2016-12-10,First Class,GH-14485,Corporate,United States,Richardson,Texas,75080.0,FUR-FU-10003664,190.92,5.0,0.6,-147.96300000000005,6,3,Furniture,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",Gene Hale,Central
CA-2015-117415,2015-12-27,2015-12-31,Standard Class,SN-20710,Home Office,United States,Houston,Texas,77041.0,OFF-EN-10002986,113.32799999999999,9.0,0.2,35.415,13,3,Office Supplies,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",Steve Nguyen,Central
CA-2015-117415,2015-12-27,2015-12-31,Standard Class,SN-20710,Home Office,United States,Houston,Texas,77041.0,FUR-BO-10002545,532.3992,3.0,0.32,-46.97640000000001,1,3,Furniture,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Steve Nguyen,Central
CA-2015-117415,2015-12-27,2015-12-31,Standard Class,SN-20710,Home Office,United States,Houston,Texas,77041.0,FUR-CH-10004218,212.058,3.0,0.3,-15.146999999999993,2,3,Furniture,"Global Fabric Manager's Chair, Dark Gray",Steve Nguyen,Central
CA-2015-117415,2015-12-27,2015-12-31,Standard Class,SN-20710,Home Office,United States,Houston,Texas,77041.0,TEC-PH-10000486,371.168,4.0,0.2,41.756399999999964,8,3,Technology,Plantronics HL10 Handset Lifter,Steve Nguyen,Central
CA-2017-120999,2017-09-10,2017-09-15,Standard Class,LC-16930,Corporate,United States,Naperville,Illinois,60540.0,TEC-PH-10004093,147.168,4.0,0.2,16.556399999999996,8,3,Technology,Panasonic Kx-TS550,Linda Cazamias,Central
CA-2016-101343,2016-07-17,2016-07-22,Standard Class,RA-19885,Corporate,United States,Los Angeles,California,90049.0,OFF-ST-10003479,77.88,2.0,0.0,3.8939999999999912,5,2,Office Supplies,"Eldon Base for stackable storage shelf, platinum",Ruben Ausman,West
CA-2017-139619,2017-09-19,2017-09-23,Standard Class,ES-14080,Corporate,United States,Melbourne,Florida,32935.0,OFF-ST-10003282,95.616,2.0,0.2,9.56160000000001,5,1,Office Supplies,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",Erin Smith,South
CA-2016-118255,2016-03-11,2016-03-13,First Class,ON-18715,Corporate,United States,Eagan,Minnesota,55122.0,TEC-AC-10000171,45.98,2.0,0.0,19.7714,12,3,Technology,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",Odella Nelson,Central
CA-2016-118255,2016-03-11,2016-03-13,First Class,ON-18715,Corporate,United States,Eagan,Minnesota,55122.0,OFF-BI-10003291,17.46,2.0,0.0,8.206199999999999,9,3,Office Supplies,Wilson Jones Leather-Like Binders with DublLock Round Rings,Odella Nelson,Central
CA-2014-146703,2014-10-20,2014-10-25,Second Class,PO-18865,Consumer,United States,Westland,Michigan,48185.0,OFF-ST-10001713,211.96,4.0,0.0,8.478399999999992,5,3,Office Supplies,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",Patrick O'Donnell,Central
CA-2016-169194,2016-06-20,2016-06-25,Standard Class,LH-16900,Consumer,United States,Dover,Delaware,19901.0,TEC-AC-10002167,45.0,3.0,0.0,4.950000000000001,12,4,Technology,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,Lena Hernandez,East
CA-2016-169194,2016-06-20,2016-06-25,Standard Class,LH-16900,Consumer,United States,Dover,Delaware,19901.0,TEC-PH-10003988,21.8,2.0,0.0,6.104000000000001,8,4,Technology,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",Lena Hernandez,East
CA-2015-115742,2015-04-18,2015-04-22,Standard Class,DP-13000,Consumer,United States,New Albany,Indiana,47150.0,OFF-BI-10004410,38.22,6.0,0.0,17.9634,9,3,Office Supplies,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",Darren Powers,Central
CA-2015-115742,2015-04-18,2015-04-22,Standard Class,DP-13000,Consumer,United States,New Albany,Indiana,47150.0,OFF-LA-10002762,75.17999999999998,6.0,0.0,35.33459999999999,3,3,Office Supplies,Avery 485,Darren Powers,Central
CA-2015-115742,2015-04-18,2015-04-22,Standard Class,DP-13000,Consumer,United States,New Albany,Indiana,47150.0,FUR-FU-10001706,6.16,2.0,0.0,2.9568,6,3,Furniture,Longer-Life Soft White Bulbs,Darren Powers,Central
CA-2015-115742,2015-04-18,2015-04-22,Standard Class,DP-13000,Consumer,United States,New Albany,Indiana,47150.0,FUR-CH-10003061,89.99,1.0,0.0,17.098099999999988,2,3,Furniture,"Global Leather Task Chair, Black",Darren Powers,Central
CA-2016-105816,2016-12-11,2016-12-17,Standard Class,JM-15265,Corporate,United States,New York City,New York,10024.0,OFF-FA-10000304,15.260000000000002,7.0,0.0,6.2566000000000015,14,4,Office Supplies,Advantus Push Pins,Janet Molinari,East
CA-2016-105816,2016-12-11,2016-12-17,Standard Class,JM-15265,Corporate,United States,New York City,New York,10024.0,TEC-PH-10002447,1029.95,5.0,0.0,298.6855,8,4,Technology,AT&T CL83451 4-Handset Telephone,Janet Molinari,East
CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Consumer,United States,Troy,New York,12180.0,OFF-ST-10000604,208.56,6.0,0.0,52.13999999999999,5,4,Office Supplies,Home/Office Personal File Carts,Ted Butterfield,East
CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Consumer,United States,Troy,New York,12180.0,OFF-PA-10001569,32.40000000000001,5.0,0.0,15.552,11,4,Office Supplies,Xerox 232,Ted Butterfield,East
CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Consumer,United States,Troy,New York,12180.0,FUR-CH-10003968,319.41,5.0,0.1,7.098000000000006,2,4,Furniture,Novimex Turbo Task Chair,Ted Butterfield,East
CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Consumer,United States,Troy,New York,12180.0,OFF-PA-10000587,14.56,2.0,0.0,6.9888,11,4,Office Supplies,"Array Parchment Paper, Assorted Colors",Ted Butterfield,East
CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Consumer,United States,Troy,New York,12180.0,TEC-AC-10002167,30.0,2.0,0.0,3.3000000000000007,12,4,Technology,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,Ted Butterfield,East
CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Consumer,United States,Troy,New York,12180.0,OFF-BI-10001460,48.48,4.0,0.2,16.362000000000002,9,4,Office Supplies,Plastic Binding Combs,Ted Butterfield,East
CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Consumer,United States,Troy,New York,12180.0,OFF-AR-10001868,1.68,1.0,0.0,0.84,7,4,Office Supplies,Prang Dustless Chalk Sticks,Ted Butterfield,East
CA-2015-135545,2015-11-24,2015-11-30,Standard Class,KM-16720,Consumer,United States,Los Angeles,California,90004.0,TEC-AC-10004633,13.98,2.0,0.0,6.151200000000001,12,2,Technology,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",Kunst Miller,West
CA-2015-135545,2015-11-24,2015-11-30,Standard Class,KM-16720,Consumer,United States,Los Angeles,California,90004.0,OFF-BI-10001078,25.824,6.0,0.2,9.3612,9,2,Office Supplies,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",Kunst Miller,West
CA-2015-135545,2015-11-24,2015-11-30,Standard Class,KM-16720,Consumer,United States,Los Angeles,California,90004.0,OFF-PA-10003892,146.73,3.0,0.0,68.9631,11,2,Office Supplies,Xerox 1943,Kunst Miller,West
CA-2015-135545,2015-11-24,2015-11-30,Standard Class,KM-16720,Consumer,United States,Los Angeles,California,90004.0,FUR-FU-10000397,79.76,4.0,0.0,22.33280000000001,6,2,Furniture,Luxo Economy Swing Arm Lamp,Kunst Miller,West
US-2015-164175,2015-04-30,2015-05-05,Standard Class,PS-18970,Home Office,United States,Chicago,Illinois,60610.0,FUR-CH-10001146,213.115,5.0,0.3,-15.222500000000009,2,3,Furniture,"Global Value Mid-Back Manager's Chair, Gray",Paul Stevenson,Central
CA-2014-106376,2014-12-05,2014-12-10,Standard Class,BS-11590,Corporate,United States,Gilbert,Arizona,85234.0,OFF-AR-10002671,1113.024,8.0,0.2,111.30239999999998,7,2,Office Supplies,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",Brendan Sweed,West
CA-2014-106376,2014-12-05,2014-12-10,Standard Class,BS-11590,Corporate,United States,Gilbert,Arizona,85234.0,TEC-PH-10002726,167.96800000000005,4.0,0.2,62.988,8,2,Technology,netTALK DUO VoIP Telephone Service,Brendan Sweed,West
CA-2016-119823,2016-06-04,2016-06-06,First Class,KD-16270,Consumer,United States,Springfield,Virginia,22153.0,OFF-PA-10000482,75.88,2.0,0.0,35.66359999999999,11,1,Office Supplies,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",Karen Daniels,South
CA-2016-106075,2016-09-18,2016-09-23,Standard Class,HM-14980,Consumer,United States,New York City,New York,10009.0,OFF-BI-10004654,4.6160000000000005,1.0,0.2,1.731,9,4,Office Supplies,Avery Binding System Hidden Tab Executive Style Index Sets,Henry MacAllister,East
CA-2017-114440,2017-09-14,2017-09-17,Second Class,TB-21520,Consumer,United States,Jackson,Michigan,49201.0,OFF-PA-10004675,19.05,3.0,0.0,8.763,11,3,Office Supplies,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",Tracy Blumstein,Central
US-2015-134026,2015-04-26,2015-05-02,Standard Class,JE-15745,Consumer,United States,Memphis,Tennessee,38109.0,FUR-CH-10000513,831.9360000000001,8.0,0.2,-114.39120000000004,2,1,Furniture,High-Back Leather Manager's Chair,Joel Eaton,South
US-2015-134026,2015-04-26,2015-05-02,Standard Class,JE-15745,Consumer,United States,Memphis,Tennessee,38109.0,FUR-FU-10003708,97.04,2.0,0.2,1.2129999999999974,6,1,Furniture,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",Joel Eaton,South
US-2015-134026,2015-04-26,2015-05-02,Standard Class,JE-15745,Consumer,United States,Memphis,Tennessee,38109.0,OFF-ST-10004123,72.78399999999999,1.0,0.2,-18.195999999999998,5,1,Office Supplies,Safco Industrial Wire Shelving System,Joel Eaton,South
US-2017-118038,2017-12-09,2017-12-11,First Class,KB-16600,Corporate,United States,Houston,Texas,77041.0,OFF-BI-10004182,1.2479999999999998,3.0,0.8,-1.9344000000000008,9,3,Office Supplies,Economy Binders,Ken Brennan,Central
US-2017-118038,2017-12-09,2017-12-11,First Class,KB-16600,Corporate,United States,Houston,Texas,77041.0,FUR-FU-10000260,9.708,3.0,0.6,-5.8248000000000015,6,3,Furniture,"6"" Cubicle Wall Clock, Black",Ken Brennan,Central
US-2017-118038,2017-12-09,2017-12-11,First Class,KB-16600,Corporate,United States,Houston,Texas,77041.0,OFF-ST-10000615,27.24,3.0,0.2,2.724000000000002,5,3,Office Supplies,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",Ken Brennan,Central
US-2014-147606,2014-11-26,2014-12-01,Second Class,JE-15745,Consumer,United States,Houston,Texas,77070.0,FUR-FU-10003194,19.3,5.0,0.6,-14.475,6,3,Furniture,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",Joel Eaton,Central
CA-2016-127208,2016-06-12,2016-06-15,First Class,SC-20770,Corporate,United States,Decatur,Alabama,35601.0,OFF-AP-10002118,208.16,1.0,0.0,56.20320000000001,10,1,Office Supplies,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",Stewart Carmichael,South
CA-2016-127208,2016-06-12,2016-06-15,First Class,SC-20770,Corporate,United States,Decatur,Alabama,35601.0,OFF-BI-10002309,16.740000000000002,3.0,0.0,8.0352,9,1,Office Supplies,Avery Heavy-Duty EZD  Binder With Locking Rings,Stewart Carmichael,South
CA-2014-139451,2014-10-12,2014-10-16,Standard Class,DN-13690,Consumer,United States,San Francisco,California,94122.0,OFF-AR-10002053,14.9,5.0,0.0,4.1720000000000015,7,2,Office Supplies,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",Duane Noonan,West
CA-2014-139451,2014-10-12,2014-10-16,Standard Class,DN-13690,Consumer,United States,San Francisco,California,94122.0,OFF-ST-10002370,21.39,1.0,0.0,6.203099999999999,5,2,Office Supplies,"Sortfiler Multipurpose Personal File Organizer, Black",Duane Noonan,West
CA-2015-149734,2015-09-03,2015-09-08,Standard Class,JC-16105,Corporate,United States,Durham,North Carolina,27707.0,OFF-EN-10000927,200.98400000000004,7.0,0.2,62.80749999999998,13,1,Office Supplies,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,Julie Creighton,South
US-2017-119662,2017-11-13,2017-11-16,First Class,CS-12400,Home Office,United States,Chicago,Illinois,60623.0,OFF-ST-10003656,230.37599999999998,3.0,0.2,-48.9549,5,3,Office Supplies,Safco Industrial Wire Shelving,Christopher Schild,Central
CA-2017-140088,2017-05-28,2017-05-30,Second Class,PO-18865,Consumer,United States,Columbia,South Carolina,29203.0,FUR-CH-10000863,301.96,2.0,0.0,33.215599999999995,2,1,Furniture,Novimex Swivel Fabric Task Chair,Patrick O'Donnell,South
CA-2017-155558,2017-10-26,2017-11-02,Standard Class,PG-18895,Consumer,United States,Rochester,Minnesota,55901.0,TEC-AC-10001998,19.99,1.0,0.0,6.796599999999998,12,3,Technology,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,Paul Gonzalez,Central
CA-2017-155558,2017-10-26,2017-11-02,Standard Class,PG-18895,Consumer,United States,Rochester,Minnesota,55901.0,OFF-LA-10000134,6.16,2.0,0.0,2.9568,3,3,Office Supplies,Avery 511,Paul Gonzalez,Central
CA-2016-159695,2016-04-05,2016-04-10,Second Class,GM-14455,Home Office,United States,Houston,Texas,77095.0,OFF-ST-10003442,158.36800000000005,7.0,0.2,13.8572,5,3,Office Supplies,Eldon Portable Mobile Manager,Gary Mitchum,Central
CA-2016-109806,2016-09-17,2016-09-22,Standard Class,JS-15685,Corporate,United States,Los Angeles,California,90036.0,OFF-AR-10004930,20.1,3.0,0.0,6.632999999999997,7,2,Office Supplies,Turquoise Lead Holder with Pocket Clip,Jim Sink,West
CA-2016-109806,2016-09-17,2016-09-22,Standard Class,JS-15685,Corporate,United States,Los Angeles,California,90036.0,TEC-PH-10004093,73.584,2.0,0.2,8.278199999999998,8,2,Technology,Panasonic Kx-TS550,Jim Sink,West
CA-2016-109806,2016-09-17,2016-09-22,Standard Class,JS-15685,Corporate,United States,Los Angeles,California,90036.0,OFF-PA-10000304,6.48,1.0,0.0,3.1104000000000003,11,2,Office Supplies,Xerox 1995,Jim Sink,West
CA-2015-149587,2015-01-31,2015-02-05,Second Class,KB-16315,Consumer,United States,Minneapolis,Minnesota,55407.0,OFF-PA-10003177,12.96,2.0,0.0,6.2208000000000006,11,3,Office Supplies,Xerox 1999,Karl Braun,Central
CA-2015-149587,2015-01-31,2015-02-05,Second Class,KB-16315,Consumer,United States,Minneapolis,Minnesota,55407.0,FUR-FU-10003799,53.34,3.0,0.0,16.535399999999996,6,3,Furniture,"Seth Thomas 13 1/2"" Wall Clock",Karl Braun,Central
CA-2015-149587,2015-01-31,2015-02-05,Second Class,KB-16315,Consumer,United States,Minneapolis,Minnesota,55407.0,OFF-BI-10002852,32.96,2.0,0.0,16.1504,9,3,Office Supplies,Ibico Standard Transparent Covers,Karl Braun,Central
US-2017-109484,2017-11-06,2017-11-12,Standard Class,RB-19705,Home Office,United States,Portland,Oregon,97206.0,OFF-BI-10004738,5.682000000000001,1.0,0.7,-3.788,9,2,Office Supplies,Flexible Leather- Look Classic Collection Ring Binder,Roger Barcio,West
CA-2017-161018,2017-11-09,2017-11-11,Second Class,PN-18775,Home Office,United States,New York City,New York,10009.0,FUR-FU-10000629,96.53,7.0,0.0,40.5426,6,4,Furniture,9-3/4 Diameter Round Wall Clock,Parhena Norris,East
CA-2017-157833,2017-06-17,2017-06-20,First Class,KD-16345,Consumer,United States,San Francisco,California,94122.0,OFF-BI-10001721,51.312,3.0,0.2,17.9592,9,2,Office Supplies,Trimflex Flexible Post Binders,Katherine Ducich,West
CA-2016-149223,2016-09-06,2016-09-11,Standard Class,ER-13855,Corporate,United States,Saint Paul,Minnesota,55106.0,OFF-AP-10000358,77.88,6.0,0.0,22.585199999999997,10,3,Office Supplies,Fellowes Basic Home/Office Series Surge Protectors,Elpida Rittenbach,Central
CA-2016-158568,2016-08-29,2016-09-02,Standard Class,RB-19465,Home Office,United States,Chicago,Illinois,60610.0,OFF-PA-10003256,64.624,7.0,0.2,22.618399999999994,11,3,Office Supplies,Avery Personal Creations Heavyweight Cards,Rick Bensley,Central
CA-2016-158568,2016-08-29,2016-09-02,Standard Class,RB-19465,Home Office,United States,Chicago,Illinois,60610.0,TEC-AC-10001767,95.976,3.0,0.2,-10.797300000000009,12,3,Technology,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,Rick Bensley,Central
CA-2016-158568,2016-08-29,2016-09-02,Standard Class,RB-19465,Home Office,United States,Chicago,Illinois,60610.0,OFF-BI-10002609,1.7879999999999996,3.0,0.8,-3.0396,9,3,Office Supplies,Avery Hidden Tab Dividers for Binding Systems,Rick Bensley,Central
CA-2016-129903,2016-12-01,2016-12-04,Second Class,GZ-14470,Consumer,United States,Rochester,Minnesota,55901.0,OFF-PA-10004040,23.92,4.0,0.0,11.7208,11,3,Office Supplies,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),Gary Zandusky,Central
